,itinerary,totalRate,totalTime,calcTime,nextDayDelivery,nextDayTime,thisDayTime,startDayTime,endDayTime,timeSegments,totalDistance,calcDistance,maintenanceCost,gasCost,driverPay,netRate,netRatePerHour
43,"[{'id': nan, 'phone': nan, 'origin': 'Hoover, AL', 'destination': 'Norcross, GA', 'originCoords': [33.4124, -86.84326], 'destinationCoords': [33.9412127, -84.2135309], 'originDeadhead': nan, 'tripDistance': 174.63, 'postedRate': nan, 'rpm': nan, 'accountName': nan, 'daysToPay': nan, 'realRPM': nan, 'startTime': datetime.datetime(2023, 12, 5, 5, 0), 'endTime': datetime.datetime(2023, 12, 5, 9, 3, 52, 900000), 'loadTime': nan, 'unloadTime': 1.0, 'nextDayDelivery': False}, {'id': '185f3be9-e9b7-4669-bdd8-9c07d4cd1381', 'phone': '316-249-2075', 'origin': 'Jasper, AL', 'destination': 'Smithville, TN', 'originCoords': [33.8312185, -87.2775053], 'destinationCoords': [35.9606186, -85.8141516], 'originDeadhead': 202.7207067183797, 'originalOriginDeadhead': 37.46, 'destinationDeadhead': 184.56, 'tripDistance': 228.7, 'postedRate': 700.0, 'rpm': 3.060778312199388, 'accountName': 'GLOBAL FREIGHT TRANSIT LLC', 'daysToPay': 26.0, 'realRPM': 1.6480643105962727, 'startTime': Timestamp('2023-12-05 09:03:52.900000'), 'endTime': Timestamp('2023-12-05 15:41:00.795081'), 'loadTime': 2.0, 'unloadTime': 1.0, 'nextDayDelivery': True, 'driverPay': 502.56407312167477, 'netRate': -100.48934026270967, 'netRatePerHour': 36.00210191362581}]",700.0,16.16680205227653,12.808532821507299,True,5.081615384615384,3.3582692307692312,2023-12-05 05:00:00,2023-12-05 08:21:29.769231,"[{'distance': 174.63, 'duration': 12089.76923076923}, {'distance': 202.7207067183797, 'duration': 14034.510465118594}, {'distance': 43.079, 'duration': 2982.392307692308}, {'distance': 212.244, 'duration': 14693.815384615384}]",458.04370671837967,458.04370671837967,82.44786720930834,207.1257650950657,576.3839769678284,-165.9576092722025,32.0431991247634
44,"[{'id': nan, 'phone': nan, 'origin': 'Hoover, AL', 'destination': 'Norcross, GA', 'originCoords': [33.4124, -86.84326], 'destinationCoords': [33.9412127, -84.2135309], 'originDeadhead': nan, 'tripDistance': 174.63, 'postedRate': nan, 'rpm': nan, 'accountName': nan, 'daysToPay': nan, 'realRPM': nan, 'startTime': datetime.datetime(2023, 12, 5, 5, 0), 'endTime': datetime.datetime(2023, 12, 5, 9, 3, 52, 900000), 'loadTime': nan, 'unloadTime': 1.0, 'nextDayDelivery': False}, {'id': '91a2e664-0c61-4042-a65d-e2cb8c2de46d', 'phone': '(479) 208-4125', 'origin': 'Hanceville, AL', 'destination': 'Decatur, GA', 'originCoords': [34.0623275, -86.7627004], 'destinationCoords': [30.8736613, -84.5740953], 'originDeadhead': 168.5517504645776, 'originalOriginDeadhead': 45.0, 'destinationDeadhead': 148.71, 'tripDistance': 195.5, 'postedRate': 600.0, 'rpm': 3.0690537084398977, 'accountName': 'SUREWAY TRANSPORTATION CO / ANDERSON TRUCKING SERV', 'daysToPay': 3.0, 'realRPM': 1.6562609749181032, 'startTime': Timestamp('2023-12-05 09:03:52.900000'), 'endTime': Timestamp('2023-12-05 15:10:17.251955'), 'loadTime': 2.0, 'unloadTime': 1.0, 'nextDayDelivery': True, 'driverPay': 448.495745594346, 'netRate': -102.59648770592833, 'netRatePerHour': 34.705940374866785}]",600.0,14.883620201241877,11.525350970472646,True,4.288778846153846,3.3582692307692312,2023-12-05 05:00:00,2023-12-05 08:21:29.769231,"[{'distance': 174.63, 'duration': 12089.76923076923}, {'distance': 168.5517504645776, 'duration': 11668.967339855371}, {'distance': 51.74999999999999, 'duration': 3582.692307692307}, {'distance': 171.0165, 'duration': 11839.603846153846}]",391.3182504645776,391.3182504645776,70.43728508362396,177.6782067767137,518.6407936712691,-166.7562855316067,30.531348593302916
45,"[{'id': nan, 'phone': nan, 'origin': 'Hoover, AL', 'destination': 'Norcross, GA', 'originCoords': [33.4124, -86.84326], 'destinationCoords': [33.9412127, -84.2135309], 'originDeadhead': nan, 'tripDistance': 174.63, 'postedRate': nan, 'rpm': nan, 'accountName': nan, 'daysToPay': nan, 'realRPM': nan, 'startTime': datetime.datetime(2023, 12, 5, 5, 0), 'endTime': datetime.datetime(2023, 12, 5, 9, 3, 52, 900000), 'loadTime': nan, 'unloadTime': 1.0, 'nextDayDelivery': False}, {'id': '94cb16a3-deeb-430e-83ef-6a9916a5e39c', 'phone': '(301) 616-5519', 'origin': 'Carrollton, GA', 'destination': 'Olive Branch, MS', 'originCoords': [33.5801103, -85.0766113], 'destinationCoords': [34.9617605, -89.8295315], 'originDeadhead': 63.90366481267819, 'originalOriginDeadhead': 102.17, 'destinationDeadhead': 201.46, 'tripDistance': 327.64, 'postedRate': 650.0, 'rpm': 1.9838847515565865, 'accountName': 'ROANE LOGISTICS INC / ROANE TRANSPORTATION SERVICE', 'daysToPay': 22.0, 'realRPM': 1.7685454755043652, 'startTime': Timestamp('2023-12-05 09:03:52.900000'), 'endTime': Timestamp('2023-12-05 14:15:30.307564'), 'loadTime': 2.0, 'unloadTime': 1.0, 'nextDayDelivery': True, 'driverPay': 453.05797916481765, 'netRate': -60.85659262628201, 'netRatePerHour': 38.95541675873137}]",650.0,15.302080092551503,11.943810861782271,True,5.4553653846153844,3.3582692307692312,2023-12-05 05:00:00,2023-12-05 08:21:29.769231,"[{'distance': 174.63, 'duration': 12089.76923076923}, {'distance': 63.90366481267819, 'duration': 4424.099871646952}, {'distance': 117.49549999999999, 'duration': 8134.303846153846}, {'distance': 231.679, 'duration': 16039.315384615384}]",413.0781648126782,413.0781648126782,74.35406966628207,205.39439837091325,537.4714887802022,-167.21995681739747,30.999447014648666
46,"[{'id': nan, 'phone': nan, 'origin': 'Hoover, AL', 'destination': 'Norcross, GA', 'originCoords': [33.4124, -86.84326], 'destinationCoords': [33.9412127, -84.2135309], 'originDeadhead': nan, 'tripDistance': 174.63, 'postedRate': nan, 'rpm': nan, 'accountName': nan, 'daysToPay': nan, 'realRPM': nan, 'startTime': datetime.datetime(2023, 12, 5, 5, 0), 'endTime': datetime.datetime(2023, 12, 5, 9, 3, 52, 900000), 'loadTime': nan, 'unloadTime': 1.0, 'nextDayDelivery': False}, {'id': '06dfb70f-60e3-4003-8604-5f0d6862f5e3', 'phone': '(800) 846-3400', 'origin': 'Huntsville, AL', 'destination': 'Norcross, GA', 'originCoords': [34.729847, -86.5859011], 'destinationCoords': [33.9412127, -84.2135309], 'originDeadhead': 168.04925282749733, 'originalOriginDeadhead': 93.47, 'destinationDeadhead': 156.87, 'tripDistance': 193.572, 'postedRate': 700.0, 'rpm': 3.6162254871572332, 'accountName': 'TRINITY LOGISTICS INC', 'daysToPay': 22.0, 'realRPM': 1.673083128377132, 'startTime': Timestamp('2023-12-05 09:03:52.900000'), 'endTime': Timestamp('2023-12-05 16:05:38.079042'), 'loadTime': 2.0, 'unloadTime': 1.0, 'nextDayDelivery': True, 'driverPay': 497.0676226391804, 'netRate': -90.53779855103926, 'netRatePerHour': 36.8035278315558}]",700.0,16.126351015913407,12.768081785144176,True,4.469240384615384,3.3582692307692312,2023-12-05 05:00:00,2023-12-05 08:21:29.769231,"[{'distance': 174.63, 'duration': 12089.76923076923}, {'distance': 168.04925282749733, 'duration': 11634.17904190366}, {'distance': 107.4905, 'duration': 7441.65}, {'distance': 180.4005, 'duration': 12489.265384615384}]",455.94025282749726,455.94025282749726,82.0692455089495,211.45257013917936,574.563680331488,-168.08549597961678,31.83549347442414
47,"[{'id': nan, 'phone': nan, 'origin': 'Hoover, AL', 'destination': 'Norcross, GA', 'originCoords': [33.4124, -86.84326], 'destinationCoords': [33.9412127, -84.2135309], 'originDeadhead': nan, 'tripDistance': 174.63, 'postedRate': nan, 'rpm': nan, 'accountName': nan, 'daysToPay': nan, 'realRPM': nan, 'startTime': datetime.datetime(2023, 12, 5, 5, 0), 'endTime': datetime.datetime(2023, 12, 5, 9, 3, 52, 900000), 'loadTime': nan, 'unloadTime': 1.0, 'nextDayDelivery': False}, {'id': 'f4d2b147-c27a-4957-8355-23225f59207e', 'phone': '(469) 930-4001', 'origin': 'Boaz, AL', 'destination': 'Lawrenceburg, TN', 'originCoords': [34.2006503, -86.1663655], 'destinationCoords': [35.2423023, -87.3347389], 'originDeadhead': 130.4400729023944, 'originalOriginDeadhead': 67.53, 'destinationDeadhead': 129.51, 'tripDistance': 119.7, 'postedRate': 550.0, 'rpm': 4.594820384294068, 'accountName': 'SUREWAY TRANSPORTATION CO', 'daysToPay': 3.0, 'realRPM': 1.679491503484329, 'startTime': Timestamp('2023-12-05 09:03:52.900000'), 'endTime': Timestamp('2023-12-05 14:52:18.520432'), 'loadTime': 2.0, 'unloadTime': 1.0, 'nextDayDelivery': True, 'driverPay': 418.39621693476437, 'netRate': -98.10009664201533, 'netRatePerHour': 34.44898598454825}]",550.0,14.224347555815275,10.866078325046043,True,3.8641634615384604,3.3582692307692312,2023-12-05 05:00:00,2023-12-05 08:21:29.769231,"[{'distance': 174.63, 'duration': 12089.76923076923}, {'distance': 130.4400729023944, 'duration': 9030.46658555038}, {'distance': 77.6595, 'duration': 5376.426923076922}, {'distance': 148.93649999999997, 'duration': 10310.988461538458}]",357.0360729023944,357.0360729023944,64.26649312243099,165.7642551808025,488.9735246270719,-169.00427293030543,29.446617457122983
48,"[{'id': nan, 'phone': nan, 'origin': 'Hoover, AL', 'destination': 'Norcross, GA', 'originCoords': [33.4124, -86.84326], 'destinationCoords': [33.9412127, -84.2135309], 'originDeadhead': nan, 'tripDistance': 174.63, 'postedRate': nan, 'rpm': nan, 'accountName': nan, 'daysToPay': nan, 'realRPM': nan, 'startTime': datetime.datetime(2023, 12, 5, 5, 0), 'endTime': datetime.datetime(2023, 12, 5, 9, 3, 52, 900000), 'loadTime': nan, 'unloadTime': 1.0, 'nextDayDelivery': False}, {'id': '06065174-d5a4-4108-b9c7-572accda737d', 'phone': '(616) 965-7277', 'origin': 'Boaz, AL', 'destination': 'Lawrenceburg, TN', 'originCoords': [34.2006503, -86.1663655], 'destinationCoords': [35.2423023, -87.3347389], 'originDeadhead': 130.4400729023944, 'originalOriginDeadhead': 67.53, 'destinationDeadhead': 129.51, 'tripDistance': 119.7, 'postedRate': 550.0, 'rpm': 4.594820384294068, 'accountName': 'FIFTH WHEEL FREIGHT', 'daysToPay': 25.0, 'realRPM': 1.679491503484329, 'startTime': Timestamp('2023-12-05 09:03:52.900000'), 'endTime': Timestamp('2023-12-05 14:52:18.520432'), 'loadTime': 2.0, 'unloadTime': 1.0, 'nextDayDelivery': True, 'driverPay': 418.39621693476437, 'netRate': -98.10009664201533, 'netRatePerHour': 34.44898598454825}]",550.0,14.224347555815275,10.866078325046043,True,3.8641634615384604,3.3582692307692312,2023-12-05 05:00:00,2023-12-05 08:21:29.769231,"[{'distance': 174.63, 'duration': 12089.76923076923}, {'distance': 130.4400729023944, 'duration': 9030.46658555038}, {'distance': 77.6595, 'duration': 5376.426923076922}, {'distance': 148.93649999999997, 'duration': 10310.988461538458}]",357.0360729023944,357.0360729023944,64.26649312243099,165.7642551808025,488.9735246270719,-169.00427293030543,29.446617457122983
49,"[{'id': nan, 'phone': nan, 'origin': 'Hoover, AL', 'destination': 'Norcross, GA', 'originCoords': [33.4124, -86.84326], 'destinationCoords': [33.9412127, -84.2135309], 'originDeadhead': nan, 'tripDistance': 174.63, 'postedRate': nan, 'rpm': nan, 'accountName': nan, 'daysToPay': nan, 'realRPM': nan, 'startTime': datetime.datetime(2023, 12, 5, 5, 0), 'endTime': datetime.datetime(2023, 12, 5, 9, 3, 52, 900000), 'loadTime': nan, 'unloadTime': 1.0, 'nextDayDelivery': False}, {'id': 'a6fb64ee-1f6f-4a99-80a3-407047595bb8', 'phone': '(319) 726-3803', 'origin': 'Maplesville, AL', 'destination': 'Oakman, AL', 'originCoords': [32.7884608, -86.8716549], 'destinationCoords': [33.7134432, -87.3886157], 'originDeadhead': 198.97667124627574, 'originalOriginDeadhead': 42.89, 'destinationDeadhead': 33.17, 'tripDistance': 109.1, 'postedRate': 425.0, 'rpm': 3.8955087076076995, 'accountName': 'BIERI BROKERAGE INC', 'daysToPay': 17.0, 'realRPM': 1.5452484865897855, 'startTime': Timestamp('2023-12-05 09:03:52.900000'), 'endTime': Timestamp('2023-12-05 15:42:57.515702'), 'loadTime': 2.0, 'unloadTime': 1.0, 'nextDayDelivery': True, 'driverPay': 373.01250396312327, 'netRate': -140.93108336586815, 'netRatePerHour': 27.998160426034836}]",425.0,12.86683983165915,9.508570600889918,True,1.7335673076923077,3.3582692307692312,2023-12-05 05:00:00,2023-12-05 08:21:29.769231,"[{'distance': 174.63, 'duration': 12089.76923076923}, {'distance': 198.97667124627574, 'duration': 13775.308009357552}, {'distance': 49.323499999999996, 'duration': 3414.703846153846}, {'distance': 38.1455, 'duration': 2640.8423076923077}]",286.44567124627577,286.44567124627577,51.56022082432963,118.23532071917637,427.8856770400463,-172.6812185835523,26.839413532104302
50,"[{'id': nan, 'phone': nan, 'origin': 'Hoover, AL', 'destination': 'Norcross, GA', 'originCoords': [33.4124, -86.84326], 'destinationCoords': [33.9412127, -84.2135309], 'originDeadhead': nan, 'tripDistance': 174.63, 'postedRate': nan, 'rpm': nan, 'accountName': nan, 'daysToPay': nan, 'realRPM': nan, 'startTime': datetime.datetime(2023, 12, 5, 5, 0), 'endTime': datetime.datetime(2023, 12, 5, 9, 3, 52, 900000), 'loadTime': nan, 'unloadTime': 1.0, 'nextDayDelivery': False}, {'id': 'f6da7ff1-87bc-4e02-b611-301df221f355', 'phone': '(541) 784-3737', 'origin': 'Boaz, AL', 'destination': 'Lawrenceburg, TN', 'originCoords': [34.2006503, -86.1663655], 'destinationCoords': [35.2423023, -87.3347389], 'originDeadhead': 130.4400729023944, 'originalOriginDeadhead': 67.53, 'destinationDeadhead': 132.68, 'tripDistance': 124.0, 'postedRate': 550.0, 'rpm': 4.435483870967742, 'accountName': 'BOB MURRAY TRANSPORTATION LLC /BOB MURRAY TRUCKING', 'daysToPay': 5.0, 'realRPM': 1.6633899251017439, 'startTime': Timestamp('2023-12-05 09:03:52.900000'), 'endTime': Timestamp('2023-12-05 14:52:18.520432'), 'loadTime': 2.0, 'unloadTime': 1.0, 'nextDayDelivery': True, 'driverPay': 421.13948616553364, 'netRate': -103.06689444421318, 'netRatePerHour': 33.98699741451797}]",550.0,14.294453325046046,10.936184094276815,True,3.934269230769231,3.3582692307692312,2023-12-05 05:00:00,2023-12-05 08:21:29.769231,"[{'distance': 174.63, 'duration': 12089.76923076923}, {'distance': 130.4400729023944, 'duration': 9030.46658555038}, {'distance': 77.6595, 'duration': 5376.426923076922}, {'distance': 152.582, 'duration': 10563.36923076923}]",360.6815729023944,360.6815729023944,64.922683122431,167.6651230379454,492.1282842424567,-174.71609040283312,29.024035358524507
51,"[{'id': nan, 'phone': nan, 'origin': 'Hoover, AL', 'destination': 'Norcross, GA', 'originCoords': [33.4124, -86.84326], 'destinationCoords': [33.9412127, -84.2135309], 'originDeadhead': nan, 'tripDistance': 174.63, 'postedRate': nan, 'rpm': nan, 'accountName': nan, 'daysToPay': nan, 'realRPM': nan, 'startTime': datetime.datetime(2023, 12, 5, 5, 0), 'endTime': datetime.datetime(2023, 12, 5, 9, 3, 52, 900000), 'loadTime': nan, 'unloadTime': 1.0, 'nextDayDelivery': False}, {'id': '080550e9-db35-4205-9b61-a66b6353f78f', 'phone': '(865) 806-2499', 'origin': 'Hanceville, AL', 'destination': 'Atlanta, GA', 'originCoords': [34.0623275, -86.7627004], 'destinationCoords': [33.7489924, -84.3902644], 'originDeadhead': 168.5517504645776, 'originalOriginDeadhead': 45.0, 'destinationDeadhead': 143.23, 'tripDistance': 188.6, 'postedRate': 575.0, 'rpm': 3.048780487804878, 'accountName': 'SUREWAY TRANSPORTATION CO / ANDERSON TRUCKING SERV', 'daysToPay': 3.0, 'realRPM': 1.6116295165077053, 'startTime': Timestamp('2023-12-05 09:03:52.900000'), 'endTime': Timestamp('2023-12-05 15:10:17.251955'), 'loadTime': 2.0, 'unloadTime': 1.0, 'nextDayDelivery': True, 'driverPay': 443.7534379020383, 'netRate': -119.01035144219202, 'netRatePerHour': 32.93143814227553}]",575.0,14.76242789354957,11.404158662780338,True,4.1675865384615385,3.3582692307692312,2023-12-05 05:00:00,2023-12-05 08:21:29.769231,"[{'distance': 174.63, 'duration': 12089.76923076923}, {'distance': 168.5517504645776, 'duration': 11668.967339855371}, {'distance': 51.74999999999999, 'duration': 3582.692307692307}, {'distance': 164.7145, 'duration': 11403.311538461538}]",385.0162504645776,385.0162504645776,69.30292508362396,174.3921639195708,513.1871398251152,-181.88222882830996,29.05123655268691
52,"[{'id': nan, 'phone': nan, 'origin': 'Hoover, AL', 'destination': 'Norcross, GA', 'originCoords': [33.4124, -86.84326], 'destinationCoords': [33.9412127, -84.2135309], 'originDeadhead': nan, 'tripDistance': 174.63, 'postedRate': nan, 'rpm': nan, 'accountName': nan, 'daysToPay': nan, 'realRPM': nan, 'startTime': datetime.datetime(2023, 12, 5, 5, 0), 'endTime': datetime.datetime(2023, 12, 5, 9, 3, 52, 900000), 'loadTime': nan, 'unloadTime': 1.0, 'nextDayDelivery': False}, {'id': 'b05d8f43-de49-402e-9f2b-2b289b522e72', 'phone': '(801) 294-8030', 'origin': 'Jackson, GA', 'destination': 'Nashville, TN', 'originCoords': [34.1282559, -83.5753386], 'destinationCoords': [36.1622767, -86.7742984], 'originDeadhead': 44.647044409602614, 'originalOriginDeadhead': 165.38, 'destinationDeadhead': 189.85, 'tripDistance': 299.2, 'postedRate': 700.0, 'rpm': 2.3395721925133692, 'accountName': 'JATM Logistics Inc/Andrus Transportation', 'daysToPay': 24.0, 'realRPM': 1.7505380961128016, 'startTime': Timestamp('2023-12-05 09:03:52.900000'), 'endTime': Timestamp('2023-12-05 15:06:13.233844'), 'loadTime': 2.0, 'unloadTime': 1.0, 'nextDayDelivery': True, 'driverPay': 481.0474422775407, 'netRate': -61.53262628484771, 'netRatePerHour': 39.24387713255819}]",700.0,16.072914315569278,12.714645084800047,True,5.198605769230769,3.3582692307692312,2023-12-05 05:00:00,2023-12-05 08:21:29.769231,"[{'distance': 174.63, 'duration': 12089.76923076923}, {'distance': 44.647044409602614, 'duration': 3090.949228357104}, {'distance': 190.18699999999998, 'duration': 13166.792307692307}, {'distance': 218.3275, 'duration': 15114.980769230768}]",453.1615444096026,453.1615444096026,81.56907799372846,229.3073033523621,572.1590288160021,-183.03541016209266,30.604363398164715
53,"[{'id': nan, 'phone': nan, 'origin': 'Hoover, AL', 'destination': 'Norcross, GA', 'originCoords': [33.4124, -86.84326], 'destinationCoords': [33.9412127, -84.2135309], 'originDeadhead': nan, 'tripDistance': 174.63, 'postedRate': nan, 'rpm': nan, 'accountName': nan, 'daysToPay': nan, 'realRPM': nan, 'startTime': datetime.datetime(2023, 12, 5, 5, 0), 'endTime': datetime.datetime(2023, 12, 5, 9, 3, 52, 900000), 'loadTime': nan, 'unloadTime': 1.0, 'nextDayDelivery': False}, {'id': 'd7f5024c-c883-4973-bb86-12bdc0a8514b', 'phone': '(334) 585-4039', 'origin': 'Commerce, GA', 'destination': 'Milton, FL', 'originCoords': [34.203997, -83.4571058], 'destinationCoords': [30.6324149, -87.0396881], 'originDeadhead': 54.06672902538706, 'originalOriginDeadhead': 206.62, 'destinationDeadhead': 196.8, 'tripDistance': 387.47, 'postedRate': 800.0, 'rpm': 2.064675974914187, 'accountName': 'GREENBUSH LOGISTICS INC', 'daysToPay': 17.0, 'realRPM': 1.7486846049158422, 'startTime': Timestamp('2023-12-05 09:03:52.900000'), 'endTime': Timestamp('2023-12-05 16:04:40.442779'), 'loadTime': 2.0, 'unloadTime': 1.0, 'nextDayDelivery': True, 'driverPay': 530.9019770412003, 'netRate': -51.79623982900762, 'netRatePerHour': 40.60967769361977}]",800.0,17.319802481257444,13.961533250488213,True,5.352307692307692,3.3582692307692312,2023-12-05 05:00:00,2023-12-05 08:21:29.769231,"[{'distance': 174.63, 'duration': 12089.76923076923}, {'distance': 54.06672902538706, 'duration': 3743.081240219104}, {'distance': 237.613, 'duration': 16450.13076923077}, {'distance': 226.32, 'duration': 15668.30769230769}]",517.9997290253871,517.9997290253871,93.23995122456967,261.6422775228377,628.2689962719695,-183.1512250193769,31.88172554307583
54,"[{'id': nan, 'phone': nan, 'origin': 'Hoover, AL', 'destination': 'Norcross, GA', 'originCoords': [33.4124, -86.84326], 'destinationCoords': [33.9412127, -84.2135309], 'originDeadhead': nan, 'tripDistance': 174.63, 'postedRate': nan, 'rpm': nan, 'accountName': nan, 'daysToPay': nan, 'realRPM': nan, 'startTime': datetime.datetime(2023, 12, 5, 5, 0), 'endTime': datetime.datetime(2023, 12, 5, 9, 3, 52, 900000), 'loadTime': nan, 'unloadTime': 1.0, 'nextDayDelivery': False}, {'id': '15ea90d0-c41c-47d8-b4e2-8e078baff086', 'phone': '(936) 202-8209', 'origin': 'Hanceville, AL', 'destination': 'Decatur, GA', 'originCoords': [34.0623275, -86.7627004], 'destinationCoords': [30.8736613, -84.5740953], 'originDeadhead': 168.5517504645776, 'originalOriginDeadhead': 41.68, 'destinationDeadhead': 148.89, 'tripDistance': 215.3, 'postedRate': 575.0, 'rpm': 2.6706920575940547, 'accountName': 'HAYNES LOGISTICS INC / HAYNES TRANSPORT', 'daysToPay': 13.0, 'realRPM': 1.6011283060860326, 'startTime': Timestamp('2023-12-05 09:03:52.900000'), 'endTime': Timestamp('2023-12-05 15:06:27.405801'), 'loadTime': 2.0, 'unloadTime': 1.0, 'nextDayDelivery': True, 'driverPay': 445.7784379020383, 'netRate': -122.67669429933488, 'netRatePerHour': 32.61615463176976}]",575.0,14.814177893549568,11.455908662780336,True,4.292759615384615,3.3582692307692312,2023-12-05 05:00:00,2023-12-05 08:21:29.769231,"[{'distance': 174.63, 'duration': 12089.76923076923}, {'distance': 168.5517504645776, 'duration': 11668.967339855371}, {'distance': 47.931999999999995, 'duration': 3318.3692307692304}, {'distance': 171.22349999999997, 'duration': 11853.934615384615}]",387.70725046457756,387.70725046457756,69.78730508362396,175.79532820528507,515.5158898251151,-186.09852311402415,28.755236830872366
55,"[{'id': nan, 'phone': nan, 'origin': 'Hoover, AL', 'destination': 'Norcross, GA', 'originCoords': [33.4124, -86.84326], 'destinationCoords': [33.9412127, -84.2135309], 'originDeadhead': nan, 'tripDistance': 174.63, 'postedRate': nan, 'rpm': nan, 'accountName': nan, 'daysToPay': nan, 'realRPM': nan, 'startTime': datetime.datetime(2023, 12, 5, 5, 0), 'endTime': datetime.datetime(2023, 12, 5, 9, 3, 52, 900000), 'loadTime': nan, 'unloadTime': 1.0, 'nextDayDelivery': False}, {'id': '9d318777-75ab-4cc9-b77f-b0c9cb4fcaf9', 'phone': '(316) 530-8371', 'origin': 'Hampton, GA', 'destination': 'Meridian, MS', 'originCoords': [33.3870578, -84.2829784], 'destinationCoords': [32.3643098, -88.703656], 'originDeadhead': 44.16184342059074, 'originalOriginDeadhead': 146.51, 'destinationDeadhead': 128.5, 'tripDistance': 315.677, 'postedRate': 550.0, 'rpm': 1.7422872112950896, 'accountName': 'KING OF FREIGHT', 'daysToPay': 27.0, 'realRPM': 1.7232096481494266, 'startTime': Timestamp('2023-12-05 09:03:52.900000'), 'endTime': Timestamp('2023-12-05 14:43:53.258391'), 'loadTime': 2.0, 'unloadTime': 1.0, 'nextDayDelivery': True, 'driverPay': 411.2064029601266, 'netRate': -85.08265313085525, 'netRatePerHour': 35.68905697156728}]",550.0,14.289487373472898,10.931218142703667,True,3.8418269230769226,3.3582692307692312,2023-12-05 05:00:00,2023-12-05 08:21:29.769231,"[{'distance': 174.63, 'duration': 12089.76923076923}, {'distance': 44.16184342059074, 'duration': 3057.358390656282}, {'distance': 168.48649999999998, 'duration': 11664.449999999999}, {'distance': 147.77499999999998, 'duration': 10230.576923076922}]",360.4233434205907,360.4233434205907,64.87620181570632,181.02685499137274,491.90481642166503,-187.80787322874414,27.819126763644224
56,"[{'id': nan, 'phone': nan, 'origin': 'Hoover, AL', 'destination': 'Norcross, GA', 'originCoords': [33.4124, -86.84326], 'destinationCoords': [33.9412127, -84.2135309], 'originDeadhead': nan, 'tripDistance': 174.63, 'postedRate': nan, 'rpm': nan, 'accountName': nan, 'daysToPay': nan, 'realRPM': nan, 'startTime': datetime.datetime(2023, 12, 5, 5, 0), 'endTime': datetime.datetime(2023, 12, 5, 9, 3, 52, 900000), 'loadTime': nan, 'unloadTime': 1.0, 'nextDayDelivery': False}, {'id': '14ab0453-4053-4428-bb3a-7c204b0760d6', 'phone': '(616) 965-7277', 'origin': 'Birmingham, AL', 'destination': 'Lebanon, TN', 'originCoords': [33.5206824, -86.8024326], 'destinationCoords': [36.2079779, -86.2910945], 'originDeadhead': 174.65054948676448, 'originalOriginDeadhead': 7.58, 'destinationDeadhead': 195.69, 'tripDistance': 216.242, 'postedRate': 600.0, 'rpm': 2.774669120707356, 'accountName': 'FIFTH WHEEL FREIGHT', 'daysToPay': 25.0, 'realRPM': 1.5876352868740027, 'startTime': Timestamp('2023-12-05 09:03:52.900000'), 'endTime': Timestamp('2023-12-05 14:34:08.861118'), 'loadTime': 2.0, 'unloadTime': 1.0, 'nextDayDelivery': True, 'driverPay': 462.0466293635462, 'netRate': -127.1309005035481, 'netRatePerHour': 32.618369750819305}]",600.0,15.212327874745469,11.854058643976238,True,5.327759615384615,3.3582692307692312,2023-12-05 05:00:00,2023-12-05 08:21:29.769231,"[{'distance': 174.63, 'duration': 12089.76923076923}, {'distance': 174.65054948676448, 'duration': 12091.191887545232}, {'distance': 8.716999999999999, 'duration': 603.4846153846153}, {'distance': 225.04349999999997, 'duration': 15579.934615384613}]",408.41104948676445,408.41104948676445,73.5139889076176,185.63685413409758,533.4326389789308,-192.583482020646,28.75379371701445
